region	country	station	station_active_date	station_inactive_date	reactive_c2c_id	time_zone	queue_name	sun_open	sun_close	mon_open	mon_close	tue_open	tue_close	wed_open	wed_close	thu_open	thu_close	fri_open	fri_close	sat_open	sat_close	active_flag
EU	IN	DELP	2019-03-31	2099-12-31	3e69cc0a-3058-4e2a-a23a-bf4770c553cb	Asia/Kolkata	SDS-IN-DSL-DELP-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
NA	US	DFH1	2021-08-04	2099-12-31	0060c69b-1818-49ee-af62-0893e298e230	America/New_York	AmazonUsDSLDFH1Email	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IN	MREE	2021-03-21	2099-12-31	d634e8c4-2ea7-4cd6-a530-4647a5314d27	Asia/Kolkata	AmazonInDSLMREEEmail	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
NA	US	DRO1	2018-09-16	2099-12-31	c36ca08b-5895-4191-875b-3b774f38cdb6	America/New_York	SDS-US-DSL-DRO1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	ES	OCL1	2021-09-20	2099-12-31	3b0c039d-08a6-4c6d-adfc-4f86b269ebb6	Europe/Madrid	amzl-dsl-ocl1@amazon.es	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	ES	DQB6	2020-10-16	2099-12-31	93178f02-48bc-492b-b9c8-50b0131bc93b	Europe/Madrid	SDS-ES-DSL-DQB2-EMAIL	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	FR	DWV1	2019-09-11	2099-12-31	7fcb9beb-baf4-422b-b612-f65e78e3617d	Europe/Paris	SDS-FR-DSL-DWV1-EMAIL	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	AE	DAD1	2020-07-24	2099-12-31	d1a76296-9596-4362-876c-14412844c244	Asia/Dubai	SDS-AE-DSL-DAD1-EMAIL	09:00	18:00	09:00	18:00	09:00	18:00	09:00	18:00	09:00	18:00	09:00	18:00	09:00	18:00	ACTIVE
NA	US	DWS4	2021-10-04	2099-12-31	eac607f0-6cab-46b3-9e4c-ee24929035bd	America/Los_Angeles	AmazonUsDSLDWS4Email	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	FR	DAO2	2019-08-11	2099-12-31	4a43a170-a6b6-4445-9cea-f22dfb36443a	Europe/Paris	SDS-FR-DSL-DAO2-EMAIL	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
NA	US	DLT1	2018-04-29	2099-12-31	455a2385-c837-4583-8564-c864d0261499	America/New_York	SDS-US-DSL-DLT1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IN	DELH	2021-03-18	2099-12-31	3a8de5f4-48c0-4e93-8ae7-7d4f69df5dbe	Asia/Kolkata	SDS-IN-DSL-DELH-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
EU	ES	OGA5	2022-04-14	2099-12-31	8619701b-8471-45d2-a16d-430809376ed4	Europe/Madrid	amzl-dsl-oga5@amazon.es	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	IN	PATI	2019-10-20	2099-12-31	40495fcc-d64a-48fb-a083-9e648730adfb	Asia/Kolkata	SDS-IN-DSL-PATI-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
NA	US	DBU2	2021-05-17	2099-12-31	85e3604d-222b-4405-a35c-30b985e58455	America/New_York	SDS-US-DSL-DBU2-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IN	GNNT	2021-09-27	2099-12-31	d0151ef9-02d1-4ebb-80a9-c801a9de1805	Asia/Kolkata	AmazonInDSLGNNTEmail	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
NA	US	DCL4	2020-09-28	2099-12-31	fd1944a7-f726-4d0b-a345-ed6c201ddd74	America/New_York	SDS-US-DSL-DCL4-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IN	VTZF	2019-07-13	2099-12-31	baeb28b4-5ac1-4d45-8105-f8982e828e1e	Asia/Kolkata	SDS-IN-DSL-VTZF-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
EU	UK	DLU2	2021-09-30	2099-12-31	f4132942-7b87-4609-889c-2e9136e20d61	Europe/London	AmazonUkDSLDLU2Email	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IN	NAGF	2019-06-30	2099-12-31	1b708850-5c37-4d20-b661-5717b0a893e8	Asia/Kolkata	SDS-IN-DSL-NAGF-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
EU	ES	OQE3	2021-10-14	2099-12-31	43d48fe3-0dba-4d1f-8e02-ba28d06a1f9c	Europe/Madrid	amzl-dsl-oqe3@amazon.es	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
NA	US	DTP7	2020-10-19	2099-12-31	2d72c91b-7af9-4f43-ab71-183bf7f985eb	America/New_York	SDS-US-DSL-DTP7-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	CA	DXT2	2020-10-05	2099-12-31	7a97c7ea-4dd0-4ff4-8672-38cad793b621	America/New_York	SDS-CA-DSL-DXT2-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	EG	DUI1	2022-02-27	2099-12-31	82c4da8a-a98b-4002-8ba9-a4968abd1a2c	Africa/Cairo	amzl-dsl-dui1@amazon.eg	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	DE	DHE3	2020-09-09	2099-12-31	45d5ed77-1f96-4fc2-95fe-e60c81b61932	Europe/Berlin	SDS-DE-DSL-DHE3-EMAIL	00:00	00:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
NA	US	DLI8	2021-07-21	2099-12-31	37605315-355a-4c33-b949-8e759fd218e6	America/Chicago	SDS-US-DSL-DLI8-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DTP9	2021-10-27	2099-12-31	6ede30d4-f8ad-4dcb-aef4-269218805988	America/New_York	AmazonUsDSLDTP9Email	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	FR	OWV3	2021-06-03	2099-12-31	28b6f622-74cc-4088-b85e-ea18e46f254e	Europe/Paris	amzl-dsl-owv3@amazon.fr	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
NA	CA	DTY7	2020-11-02	2099-12-31	36796d98-9380-4601-9f9b-d5f8d5e554b2	America/New_York	SDS-CA-DSL-DTY7-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	FR	OAR1	2018-11-18	2099-12-31	390536dc-b8db-45cf-bf68-d397e3890771	Europe/Paris	SDS-FR-DSL-DAR1-EMAIL	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
NA	US	DLN4	2020-09-29	2099-12-31	aee882b6-536b-45dc-b6d8-d7d125ca6ff0	America/Chicago	SDS-US-DSL-DLN4-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DDT2	2018-11-25	2099-12-31	1495d30f-7497-49e3-8269-01480e4fd351	America/New_York	SDS-US-DSL-DDT2-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
FE	AU	DWT1	2020-11-09	2099-12-31	8aafe532-0ce8-4512-8ef9-10769baf6f9c	Australia/Perth	SDS-AU-DSL-DVT2-EMAIL	10:00	17:00	10:00	17:00	10:00	17:00	10:00	17:00	10:00	17:00	10:00	17:00	10:00	17:00	ACTIVE
NA	CA	DTO3	2019-11-24	2099-12-31	8463507d-49c3-4653-bc35-1b5edcae8f34	America/New_York	SDS-CA-DSL-DTO3-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	FR	OAR2	2018-11-18	2099-12-31	07269759-74fd-4ff3-8c71-cd89a30de144	Europe/Paris	SDS-FR-DSL-DAR1-EMAIL	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
NA	US	DBA3	2019-11-10	2099-12-31	5b4bb605-5c21-4c5a-9da4-f6ff80e1660e	America/New_York	SDS-US-DSL-DBA3-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DIL7	2019-10-06	2099-12-31	a47d832b-2d2b-4810-bca3-cd982e5c8754	America/Chicago	SDS-US-DSL-DIL7-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DJZ2	2021-07-28	2099-12-31	3ecd27bc-0cac-4f3f-9df4-6f8a28f7548c	America/New_York	SDS-US-DSL-DJZ2-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	UK	DRM5	2021-11-03	2099-12-31	98bd96e9-2486-44e9-98a6-a4ca997b1321	Europe/London	amzl-dsl-drm5@amazon.co.uk	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IN	BRUC	2020-11-16	2099-12-31	b9141145-63e4-4aad-800b-48c2b1dc6667	Asia/Kolkata	SDS-IN-DSL-BRUC-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
EU	ES	DQV8	2020-10-07	2099-12-31	d01a9ea7-8846-40d5-9d6d-7982679757d5	Europe/Madrid	SDS-ES-DSL-DMA2-EMAIL	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	DE	DRP4	2020-10-28	2099-12-31	cc22168c-ca16-4f8c-a53c-104124ff3ad2	Europe/Berlin	SDS-DE-DSL-DRP4-EMAIL	00:00	00:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
NA	US	DPD6	2020-03-12	2099-12-31	37c8873e-1e2f-4951-bc05-d7f655b87bd2	America/Los_Angeles	SDS-US-DSL-DPD6-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	DE	DHE1	2018-12-09	2099-12-31	db244a2e-387b-4288-9189-450d7c87dbcb	Europe/Berlin	SDS-DE-DSL-DHE1-EMAIL	00:00	00:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	DE	DBZ6	2021-11-17	2099-12-31	d3196f60-d3dc-47e0-8de3-6f7bdcea0202	Europe/Berlin	amzl-dsl-dbz6@amazon.de	00:00	00:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
NA	US	DLN2	2020-10-19	2099-12-31	cf366700-470b-4bd1-990a-e68c1cdd6930	America/Chicago	SDS-US-DSL-DLN2-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DSC3	2018-12-09	2099-12-31	52ce510b-44be-43ac-aa8d-9a92f1dab89d	America/New_York	SDS-US-DSL-DSC3-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	MX	DMX6	2021-11-08	2099-12-31	aec7e504-ed3c-4bfc-8117-8d266e6ad657	America/Mexico_City	AmazonMxDSLDMX6Email	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	CA	DON9	2020-06-09	2099-12-31	6112eeb5-8ce8-4ff2-a302-b6b683580df5	America/New_York	SDS-CA-DSL-DON9-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	UK	DHA2	2019-11-17	2099-12-31	e908fbc6-99ac-43ab-8476-b00ff798b1d6	Europe/London	SDS-UK-DSL-DHA2-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DWA6	2020-09-14	2099-12-31	84298c77-cc59-47e7-86b9-6115d66db0da	America/Los_Angeles	SDS-US-DSL-DWA6-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	FR	OND1	2020-11-05	2022-05-18	c9a82375-f282-4814-87d6-7f349c0874e2	Europe/Paris	SDS-FR-DSL-DND1-EMAIL	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	ES	DQB9	2021-06-10	2099-12-31	4de05c62-0cfe-4836-9f00-c9d3060a9ad5	Europe/Madrid	amzl-dsl-dga4@amazon.es	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
NA	MX	SMX1	2019-06-23	2099-12-31	bcadf516-32bc-43b6-a5ce-b358a233ea1c	America/Mexico_City	SDS-MX-DSL-DMX2-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
FE	AU	XVT2	2020-07-21	2099-12-31	ae25166b-d0a0-491a-b88a-9828d742366c	Australia/Melbourne	SDS-AU-DSL-DVT2-EMAIL	10:00	17:00	10:00	17:00	10:00	17:00	10:00	17:00	10:00	17:00	10:00	17:00	10:00	17:00	ACTIVE
NA	US	DBO3	2018-04-29	2099-12-31	3e7ddc77-605b-4aab-ac08-b4ee3360d27b	America/New_York	SDS-US-DSL-DBO3-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
FE	JP	DWJ3	2020-09-29	2099-12-31	3aa712c1-d038-41f5-84c1-dc04129f1371	Asia/Tokyo	SDS-JP-DSL-DWJ3-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
FE	JP	DEJ4	2021-08-31	2099-12-31	54a6c511-77a1-43e3-b3dc-d1a87ebdd07d	Asia/Tokyo	SDS-JP-DSL-DEJ4-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DIA5	2021-09-22	2099-12-31	31e87d02-947c-4394-8119-dd16a928fd3a	America/Chicago	AmazonUsDSLDIA5Email	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	NL	DNL1	2021-07-28	2099-12-31	b2eeef91-381c-4a2e-98cb-f2d25ccb27c3	Europe/Amsterdam	SDS-NL-DSL-DNL1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IN	GNTD	2021-03-18	2099-12-31	a268efe1-d260-435d-8ff0-e76af7a1c2a2	Asia/Kolkata	SDS-IN-DSL-GNTD-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
EU	DE	DMV3	2021-10-06	2099-12-31	824c3213-3e62-4a64-8600-ea5b796a7566	Europe/Berlin	amzl-dsl-dmv3@amazon.de	00:00	00:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	IN	VNSD	2021-03-21	2099-12-31	9a5f0863-b54a-4ecf-bcb6-2772596e7b0c	Asia/Kolkata	SDS-IN-DSL-VNSD-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
EU	DE	DBW3	2021-08-11	2099-12-31	964befea-1a2e-4b12-b3ad-fffcb190f4f2	Europe/Berlin	SDS-DE-DSL-DSU1-EMAIL	00:00	00:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	FR	OWL1	2020-10-29	2022-10-01	f31ed9bd-b44e-4923-a1d0-a5aa84136b44	Europe/Paris	SDS-FR-DSL-DWL1-EMAIL	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
NA	US	DDP5	2021-01-18	2099-12-31	c7c1ce2c-0ca4-4b8f-87da-5222c8f12ec0	America/New_York	SDS-US-DSL-DDP5-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	DE	DBY3	2021-11-17	2099-12-31	de4940cb-94dd-484b-aa5e-feff933e4003	Europe/Berlin	amzl-dsl-dby3@amazon.de	00:00	00:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
NA	US	DDX7	2020-09-21	2099-12-31	2da7e18f-d6e8-4b09-a239-178a459bd94a	America/Chicago	SDS-US-DSL-DDX7-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DOB2	2020-08-31	2099-12-31	b8f1876b-449c-43c8-a6a8-66d24d95dcb0	America/New_York	SDS-US-DSL-DOB2-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IN	PNQE	2021-03-31	2099-12-31	0f896174-89d3-4eed-b8bc-1fdf3454df43	Asia/Kolkata	SDS-IN-DSL-PNQE-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
EU	DE	DSU1	2020-09-16	2099-12-31	7737e0aa-9869-4724-806e-143c01f5047e	Europe/Berlin	SDS-DE-DSL-DSU1-EMAIL	00:00	00:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	IN	NCRF	2019-03-31	2099-12-31	a7c6a098-cadf-44d4-9ccc-b9ca15da99cd	Asia/Kolkata	SDS-IN-DSL-NCRF-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
EU	IT	OUM3	2021-05-26	2099-12-31	dcfdfbcd-522d-4912-9296-cc59bef7fbae	Europe/Rome	amzl-dsl-oum3@amazon.it	09:00	16:00	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:30	ACTIVE
EU	IN	UDRD	2021-03-21	2099-12-31	687eda37-e6bf-46a6-a2a8-561640b10182	Asia/Kolkata	SDS-IN-DSL-UDRD-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
NA	US	DJE2	2020-07-14	2099-12-31	60c31d76-2af2-439f-86bb-d0f3be379bd2	America/New_York	SDS-US-DSL-DJE2-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DJW8	2021-11-03	2099-12-31	f2d58a92-f317-4492-8c19-30e6502054c9	America/Los_Angeles	AmazonUsDSLDJW8Email	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IN	STVG	2021-03-21	2099-12-31	9fcd8833-c0f8-4d2c-b4be-0c98f01a4b80	Asia/Kolkata	SDS-IN-DSL-STVG-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
NA	US	DMI3	2018-04-29	2099-12-31	60d8a1f4-fe3d-44fe-96f8-2f22e69a5934	America/New_York	SDS-US-DSL-DMI3-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	UK	DBI3	2020-11-19	2099-12-31	b00e9699-f763-4433-93e7-6330bd905471	Europe/London	SDS-UK-DSL-DXB1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IN	BLRA	2019-03-31	2099-12-31	4c7cfad7-99c9-4dad-92ab-387e498dc5ba	Asia/Kolkata	SDS-IN-DSL-BLRA-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
EU	DE	DNM6	2019-11-10	2099-12-31	d2d3bd51-563d-432b-bbde-845dc0502581	Europe/Berlin	SDS-DE-DSL-DNM6-EMAIL	00:00	00:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
NA	US	DCB4	2021-01-18	2099-12-31	f3d402b9-5c5d-4b17-9662-466f11fccd0a	America/New_York	SDS-US-DSL-DCB4-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DDF1	2020-08-10	2099-12-31	e5fe4714-9da5-49ac-befa-82fccae71162	America/Chicago	SDS-US-DSL-DDF1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	AE	OAQ1	2021-09-20	2099-12-31	537fbbbd-d681-4748-a961-33dd3bfddf39	Asia/Dubai	amzl-dsl-oaq1@amazon.ae	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
FE	JP	ONG1	2021-03-14	2099-12-31	6eda8052-015d-4a72-8288-32db0e274211	Asia/Tokyo	SDS-JP-DSL-DAI1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	UK	DAB1	2020-10-29	2099-12-31	db5c49af-6355-4362-bc1a-49eed8b453ca	Europe/London	SDS-UK-DSL-DAB1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IT	DUM1	2021-08-11	2099-12-31	00ab94b1-cebd-4b33-a1ae-7eb653a26057	Europe/Rome	AmazonItDSLDUM1Email	09:00	16:00	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:30	ACTIVE
NA	US	WKS1	2021-02-15	2099-12-31	5507e70d-7919-411b-8603-da3d53fc39af	America/Chicago	SDS-US-DSL-WKS1-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	ES	OQA9	2019-11-24	2099-12-31	7dbe4487-7c38-4c8f-9fcf-750eb056767f	Europe/Madrid	SDS-ES-DSL-DQZ5-EMAIL	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	FR	DWP8	2021-10-28	2099-12-31	99111f5f-c89b-4c6c-b089-d3a9bc9f4f2b	Europe/Paris	amzl-dsl-dwp8@amazon.fr	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
NA	US	DAU2	2019-07-28	2099-12-31	63e315d3-e41a-409c-b340-dd289a497fbe	America/Chicago	SDS-US-DSL-DAU2-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
EU	IN	HYDE	2021-03-18	2099-12-31	c5879d7d-54a4-4674-8f70-0f23860065dc	Asia/Kolkata	SDS-IN-DSL-HYDE-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
EU	IT	DLO1	2019-01-20	2099-12-31	33d5400c-e521-45aa-b2f6-1d9eb4591f8d	Europe/Rome	SDS-IT-DSL-DLO1-EMAIL	09:00	16:00	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:30	09:00	16:30	ACTIVE
EU	DE	DBE3	2019-11-06	2099-12-31	e047bdde-5139-4dd5-8312-d99519aa01c0	Europe/Berlin	SDS-DE-DSL-DBE3-EMAIL	00:00	00:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	09:00	17:00	ACTIVE
EU	IN	HYBK	2021-03-18	2099-12-31	2787edc5-3b10-4e54-86a9-1e39fc51d922	Asia/Kolkata	SDS-IN-DSL-HYBK-EMAIL	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	08:00	17:00	ACTIVE
NA	US	DLT2	2019-10-27	2099-12-31	ec7c3b5f-c4d0-41a7-a51a-6ec0be798d88	America/New_York	SDS-US-DSL-DLT2-EMAIL	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	10:00	19:00	ACTIVE
